FLYBASE,SYMBOL,GENENAME,chromosome_name,start_position,end_position,ensembl_transcript_id,flybase_transcript_id,transcript_start,transcript_end,transcription_start_site,transcript_length,transcript_count
FBgn0036390,CG13738,uncharacterized protein,3L,13973123,13973477,FBtr0075790,FBtr0075790,13973123,13973477,13973477,355,3
FBgn0036391,CG17364,uncharacterized protein,3L,13977905,13993400,FBtr0333026,FBtr0333026,13981099,13993400,13993400,3713,12
FBgn0036393,CG17362,uncharacterized protein,3L,13986620,13987184,FBtr0333024,FBtr0333024,13986620,13987184,13986620,565,3
FBgn0036394,CG9040,uncharacterized protein,3L,13987878,13988626,FBtr0075765,FBtr0075765,13987878,13988626,13987878,749,3
FBgn0036395,CG17361,uncharacterized protein,3L,13997191,13998055,FBtr0075767,FBtr0075767,13997191,13998055,13997191,865,3
FBgn0036396,CG17359,uncharacterized protein,3L,13997900,13999251,FBtr0075787,FBtr0075787,13997900,13999251,13999251,1352,3
FBgn0036397,Nprl3,Nitrogen permease regulator-like 3,3L,13999380,14001880,FBtr0333025,FBtr0333025,13999380,14001809,14001809,2226,9
FBgn0036398,upSET,upSET,3L,14002127,14020148,FBtr0333050,FBtr0333050,14002127,14020148,14002127,12737,6
FBgn0036402,CG6650,uncharacterized protein,3L,14031450,14034909,FBtr0343100,FBtr0343100,14032074,14034909,14032074,2573,9
FBgn0036403,CG6661,uncharacterized protein,3L,14034776,14036751,FBtr0075770,FBtr0075770,14034776,14036751,14034776,1976,3
FBgn0036405,CG6833,uncharacterized protein,3L,14051206,14052469,FBtr0075774,FBtr0075774,14051206,14052469,14051206,1264,6
FBgn0036406,CG13484,uncharacterized protein,3L,14052428,14053079,FBtr0075780,FBtr0075780,14052428,14053079,14053079,652,3
FBgn0036410,CG8100,uncharacterized protein,3L,14083615,14086421,FBtr0347505,FBtr0347505,14083615,14086421,14083615,2708,9
FBgn0036411,Sox21a,Sox21a,3L,14103481,14108118,FBtr0075748,FBtr0075748,14103481,14108118,14108118,2335,6
FBgn0036414,nan,nanchung,3L,14186249,14189648,FBtr0089524,FBtr0089524,14186249,14189648,14189648,2847,6
FBgn0036415,CG7768,uncharacterized protein,3L,14218204,14218974,FBtr0075737,FBtr0075737,14218204,14218974,14218204,717,6
FBgn0036416,CG7924,uncharacterized protein,3L,14233469,14234609,FBtr0075740,FBtr0075740,14233469,14234609,14233469,1079,3
FBgn0036417,CG7906,uncharacterized protein,3L,14236635,14238272,FBtr0075741,FBtr0075741,14236724,14238249,14236724,1233,6
FBgn0036419,CG13482,uncharacterized protein,3L,14329346,14329885,FBtr0075744,FBtr0075744,14329346,14329885,14329346,540,3
FBgn0036421,CG13481,uncharacterized protein,3L,14368925,14369707,FBtr0113170,FBtr0113170,14368994,14369707,14369707,714,6
FBgn0036422,CG3868,uncharacterized protein,3L,14400769,14402725,FBtr0075729,FBtr0075729,14400769,14402725,14402725,1181,3
FBgn0036423,CG3919,uncharacterized protein,3L,14410626,14412732,FBtr0333040,FBtr0333040,14410626,14412732,14410626,1406,6
FBgn0036426,CG9592,uncharacterized protein,3L,14517825,14518475,FBtr0290282,FBtr0290282,14517825,14518475,14517825,651,3
FBgn0036427,CG4613,uncharacterized protein,3L,14519760,14521690,FBtr0333038,FBtr0333038,14519801,14521690,14521690,1200,6
FBgn0036428,Gbs-70E,Glycogen binding subunit 70E,3L,14540937,14550975,FBtr0333037,FBtr0333037,14540937,14550975,14550975,2846,9
FBgn0036433,CG9628,uncharacterized protein,3L,14622796,14628174,FBtr0301239,FBtr0301239,14622796,14627983,14622796,890,9
FBgn0036436,CG4914,uncharacterized protein,3L,14674538,14678147,FBtr0075712,FBtr0075712,14674538,14678147,14678147,1657,3
FBgn0036437,CG5048,uncharacterized protein,3L,14684768,14685842,FBtr0075684,FBtr0075684,14684768,14685842,14684768,964,3
FBgn0036438,goddard,goddard,3L,14691347,14691962,FBtr0075685,FBtr0075685,14691347,14691962,14691347,616,3
FBgn0036439,CG13474,uncharacterized protein,3L,14696551,14697105,FBtr0075711,FBtr0075711,14696551,14697105,14697105,555,3
FBgn0036440,CG17177,uncharacterized protein,3L,14697313,14701678,FBtr0333018,FBtr0333018,14697313,14698600,14698600,1288,6
FBgn0036441,CG13476,uncharacterized protein,3L,14705464,14706157,FBtr0075687,FBtr0075687,14705464,14706157,14705464,694,3
FBgn0036442,CG13473,uncharacterized protein,3L,14728760,14729343,FBtr0075689,FBtr0075689,14728760,14729343,14728760,584,3
FBgn0036443,CG13471,uncharacterized protein,3L,14732589,14733517,FBtr0075709,FBtr0075709,14732589,14733517,14733517,929,3
FBgn0036446,CG9384,uncharacterized protein,3L,14762028,14767703,FBtr0333044,FBtr0333044,14762028,14767703,14762028,4612,6
FBgn0036447,CG17173,uncharacterized protein,3L,14767703,14769283,FBtr0075701,FBtr0075701,14767703,14769283,14769283,1581,3
FBgn0036448,mop,myopic,3L,14769341,14776129,FBtr0075700,FBtr0075700,14769341,14776129,14776129,5961,3
FBgn0036449,bmm,brummer,3L,14776496,14786412,FBtr0075699,FBtr0075699,14776496,14786412,14786412,2437,6
FBgn0036450,Tdrd3,Tudor domain containing 3,3L,14786791,14789665,FBtr0075691,FBtr0075691,14786791,14789665,14786791,2644,3
FBgn0036451,Helz,Helicase with zinc finger,3L,14789935,14801089,FBtr0075693,FBtr0075693,14789935,14801089,14789935,8497,9
FBgn0036454,CG17839,uncharacterized protein,3L,14805136,14882224,FBtr0110825,FBtr0110825,14805136,14867705,14805136,2350,6
FBgn0036459,CG3349,uncharacterized protein,3L,14979620,14982432,FBtr0309063,FBtr0309063,14979620,14982432,14979620,2408,3
FBgn0036460,CG5114,uncharacterized protein,3L,14982835,14984486,FBtr0075624,FBtr0075624,14982835,14984486,14982835,1440,6
FBgn0036461,Zip71B,Zinc/iron regulated transporter-related protein 71B,3L,14992289,14997983,FBtr0347146,FBtr0347146,14992289,14997983,14992289,2391,6
FBgn0036462,mRpL39,mitochondrial ribosomal protein L39,3L,14997981,14999666,FBtr0075672,FBtr0075672,14997981,14999666,14999666,1137,3
FBgn0036463,Reck,Reversion-inducing-cysteine-rich protein with kazal motifs,3L,15001238,15014062,FBtr0075671,FBtr0075671,15001238,15014062,15014062,4268,6
FBgn0036465,Rpn12R,Regulatory particle non-ATPase 12-related,3L,15041631,15042570,FBtr0075669,FBtr0075669,15041631,15042570,15042570,940,3
FBgn0036466,CG18581,uncharacterized protein,3L,15049550,15050209,FBtr0075666,FBtr0075666,15049550,15050209,15050209,660,3
FBgn0036467,CG12310,uncharacterized protein,3L,15050263,15050806,FBtr0075665,FBtr0075665,15050263,15050806,15050806,544,3
FBgn0036468,CG13461,uncharacterized protein,3L,15051931,15052490,FBtr0075664,FBtr0075664,15051931,15052490,15052490,560,3
FBgn0036469,CG18649,uncharacterized protein,3L,15053568,15054135,FBtr0333874,FBtr0333874,15053568,15054135,15054135,568,6
FBgn0036470,EAChm,Enhancer of Acetyltransferase Chameau,3L,15054777,15055565,FBtr0075631,FBtr0075631,15054777,15055565,15054777,789,3
FBgn0036471,CG13460,uncharacterized protein,3L,15061029,15061705,FBtr0114510,FBtr0114510,15061029,15061705,15061705,677,3
FBgn0036474,Or71a,Odorant receptor 71a,3L,15076907,15078447,FBtr0075659,FBtr0075659,15076907,15078447,15078447,1433,6
FBgn0036476,sstn,stepping stone,3L,15090823,15094719,FBtr0075657,FBtr0075657,15090823,15094719,15094719,2854,3
FBgn0036479,CG13458,uncharacterized protein,3L,15113557,15116373,FBtr0075637,FBtr0075637,15113557,15116373,15113557,2188,3
FBgn0036480,Cep135,Centrosomal protein 135kDa,3L,15116737,15128029,FBtr0333853,FBtr0333853,15116737,15128029,15116737,3552,9
FBgn0036481,CG16959,uncharacterized protein,3L,15119878,15125321,FBtr0075656,FBtr0075656,15119878,15125321,15125321,2092,15
FBgn0036482,CG13457,uncharacterized protein,3L,15127940,15131378,FBtr0075653,FBtr0075653,15127940,15131378,15131378,3277,6
FBgn0036483,CG12316,uncharacterized protein,3L,15131508,15136934,FBtr0075651,FBtr0075651,15131508,15136934,15136934,4329,6
FBgn0036484,Pex3,Peroxin 3,3L,15144355,15146379,FBtr0331830,FBtr0331830,15144355,15146379,15144355,1906,6
FBgn0036485,FucTA,"alpha1,3-fucosyltransferase A",3L,15147137,15154395,FBtr0075641,FBtr0075641,15147137,15154395,15147137,3133,6
FBgn0036486,Msh6,Msh6,3L,15154233,15158562,FBtr0075646,FBtr0075646,15154233,15158562,15158562,4080,3
FBgn0036487,Prp31,Pre-mRNA processing factor 31,3L,15159100,15161138,FBtr0075642,FBtr0075642,15159100,15161138,15159100,1862,3
FBgn0036488,CG6878,uncharacterized protein,3L,15161817,15162470,FBtr0075643,FBtr0075643,15161817,15162470,15161817,531,3
FBgn0036489,CG7011,uncharacterized protein,3L,15160876,15163628,FBtr0075645,FBtr0075645,15160876,15163628,15163628,1343,3
FBgn0036490,CG6888,uncharacterized protein,3L,15207844,15208586,FBtr0075644,FBtr0075644,15207844,15208586,15207844,743,3
FBgn0036491,Best4,Bestrophin 4,3L,15298958,15300942,FBtr0113172,FBtr0113172,15298958,15300942,15298958,1662,3
FBgn0036492,Best3,Bestrophin 3,3L,15300915,15302785,FBtr0075618,FBtr0075618,15300915,15302785,15302785,1694,3
FBgn0036493,CG7255,uncharacterized protein,3L,15304255,15311195,FBtr0110881,FBtr0110881,15305461,15311195,15305461,4262,15
FBgn0036494,Toll-6,Toll-6,3L,15336692,15344315,FBtr0075614,FBtr0075614,15336692,15342208,15336692,5517,9
FBgn0036495,CG33259,uncharacterized protein,3L,15407832,15408267,FBtr0075615,FBtr0075615,15407832,15408267,15407832,436,3
FBgn0036496,cocoon,cocoon,3L,15472197,15474110,FBtr0332815,FBtr0332815,15472197,15474110,15474110,1782,6
FBgn0036497,Ran-like,Ran-like,3L,15484396,15485402,FBtr0075616,FBtr0075616,15484396,15485402,15485402,1007,3
FBgn0036498,CG13455,uncharacterized protein,3L,15496574,15498055,FBtr0075544,FBtr0075544,15496574,15498055,15496574,1414,3
FBgn0036499,CG7276,uncharacterized protein,3L,15498202,15498821,FBtr0075546,FBtr0075546,15498202,15498821,15498202,620,3
FBgn0036500,CG7275,uncharacterized protein,3L,15498959,15500561,FBtr0075547,FBtr0075547,15498959,15500561,15498959,1495,3
FBgn0036501,CG7272,uncharacterized protein,3L,15500938,15503769,FBtr0075548,FBtr0075548,15500938,15503769,15500938,1191,3
FBgn0036502,CG7841,uncharacterized protein,3L,15505188,15508252,FBtr0334085,FBtr0334085,15505188,15508252,15508252,1628,6
FBgn0036503,CG13454,uncharacterized protein,3L,15516533,15517056,FBtr0075603,FBtr0075603,15516533,15517056,15517056,524,3
FBgn0036504,yellow-k,yellow-k,3L,15520620,15521653,FBtr0075556,FBtr0075556,15520620,15521653,15520620,1034,3
FBgn0036505,CG7945,uncharacterized protein,3L,15521711,15524137,FBtr0075600,FBtr0075600,15521711,15524137,15524137,1451,6
FBgn0036509,CG7739,uncharacterized protein,3L,15560726,15563065,FBtr0075596,FBtr0075596,15560726,15563065,15563065,2281,3
FBgn0036510,SCCRO,Squamous cell carcinoma-related oncogene,3L,15563427,15565559,FBtr0306156,FBtr0306156,15563427,15565272,15563427,1472,15
FBgn0036512,CG16979,uncharacterized protein,3L,15576570,15578674,FBtr0075563,FBtr0075563,15576570,15578674,15576570,2046,3
FBgn0036514,CG12301,uncharacterized protein,3L,15580800,15583373,FBtr0075564,FBtr0075564,15580800,15583373,15580800,2515,3
FBgn0036515,AIMP2,aaRS-interacting multifunctional protein 2,3L,15583638,15585347,FBtr0075566,FBtr0075566,15583638,15585347,15583638,1051,6
FBgn0036516,CG7656,uncharacterized protein,3L,15585431,15588175,FBtr0301186,FBtr0301186,15586080,15588175,15588175,1234,12
FBgn0036518,RhoGAP71E,Rho GTPase activating protein at 71E,3L,15588860,15609125,FBtr0332093,FBtr0332093,15588860,15609125,15588860,4053,21
FBgn0036519,CG7650,uncharacterized protein,3L,15608707,15610386,FBtr0075591,FBtr0075591,15608707,15610386,15610386,1680,3
FBgn0036520,CG13449,uncharacterized protein,3L,15610631,15612828,FBtr0075590,FBtr0075590,15610631,15612828,15612828,1781,6
FBgn0036522,Phs,Phaser,3L,15619901,15624130,FBtr0075570,FBtr0075570,15619901,15624130,15619901,4172,3
FBgn0036527,CG7304,uncharacterized protein,3L,15679720,15681470,FBtr0075577,FBtr0075577,15679720,15681470,15679720,1692,3
FBgn0036528,CG7579,uncharacterized protein,3L,15681633,15683445,FBtr0075581,FBtr0075581,15681633,15683445,15683445,1681,3
FBgn0036529,Pgant8,Polypeptide N-Acetylgalactosaminyltransferase 8,3L,15683872,15686598,FBtr0075578,FBtr0075578,15683872,15686598,15683872,2199,3
FBgn0036531,CG6244,uncharacterized protein,3L,15808322,15808883,FBtr0075502,FBtr0075502,15808322,15808883,15808322,509,3
FBgn0036532,CG13445,uncharacterized protein,3L,15809485,15809977,FBtr0075503,FBtr0075503,15809485,15809977,15809485,431,3
FBgn0036534,DCP2,Decapping protein 2,3L,15818734,15826423,FBtr0075538,FBtr0075538,15821000,15826423,15826423,3665,12
FBgn0036536,CG12713,uncharacterized protein,3L,15832464,15833947,FBtr0075506,FBtr0075506,15832464,15833947,15832464,1351,3
FBgn0036537,CG18081,uncharacterized protein,3L,15833795,15835388,FBtr0332134,FBtr0332134,15834076,15835388,15835388,717,9
FBgn0036538,CG15715,uncharacterized protein,3L,15835693,15837482,FBtr0306854,FBtr0306854,15835693,15837482,15837482,969,6
FBgn0036544,sff,sugar-free frosting,3L,15900156,15924861,FBtr0334071,FBtr0334071,15900156,15924861,15924861,6755,9
FBgn0036545,GXIVsPLA2,GXIVsPLA2,3L,15955096,15956465,FBtr0333572,FBtr0333572,15955096,15956465,15955096,1229,9
FBgn0036547,CG17032,uncharacterized protein,3L,15958843,15960609,FBtr0075511,FBtr0075511,15958843,15960609,15958843,1463,6
FBgn0036549,CG10516,uncharacterized protein,3L,15968204,15969902,FBtr0075512,FBtr0075512,15968204,15969902,15968204,1329,3
FBgn0036550,CG17026,uncharacterized protein,3L,15975368,15976428,FBtr0075513,FBtr0075513,15975368,15976428,15975368,1004,3
FBgn0036551,CG17029,uncharacterized protein,3L,15976870,15978435,FBtr0333575,FBtr0333575,15976870,15978435,15976870,1167,6
FBgn0036552,CG17028,uncharacterized protein,3L,15978524,15980004,FBtr0075515,FBtr0075515,15978524,15980004,15978524,1140,6
FBgn0036553,CG17027,uncharacterized protein,3L,15980100,15981888,FBtr0333576,FBtr0333576,15980100,15981888,15980100,1558,6
FBgn0036556,hzg,herzog,3L,15992669,16004736,FBtr0333579,FBtr0333579,15992669,16004736,16004736,3603,6
FBgn0036557,mRpS31,mitochondrial ribosomal protein S31,3L,16005193,16006599,FBtr0075519,FBtr0075519,16005193,16006599,16005193,1277,3
FBgn0036560,CG5895,uncharacterized protein,3L,16035485,16037227,FBtr0075437,FBtr0075437,16035485,16037227,16035485,1512,6
FBgn0036563,CG13075,uncharacterized protein,3L,16083993,16085264,FBtr0301031,FBtr0301031,16083993,16085264,16083993,1149,3
FBgn0036565,CG5235,uncharacterized protein,3L,16087627,16090392,FBtr0075497,FBtr0075497,16087627,16090392,16090392,2711,6
FBgn0036566,ClC-c,Chloride channel-c,3L,16090454,16096151,FBtr0333598,FBtr0333598,16090454,16096151,16090454,3962,9
FBgn0036567,CG13074,uncharacterized protein,3L,16095768,16097493,FBtr0075496,FBtr0075496,16095768,16097493,16097493,1533,3
FBgn0036568,ATPsynbetaL,"ATP synthase, beta subunit-like",3L,16097834,16100088,FBtr0075446,FBtr0075446,16097834,16100088,16097834,2036,3
FBgn0036569,IleRS-m,"Isoleucyl-tRNA synthetase, mitochondrial",3L,16100280,16103482,FBtr0302328,FBtr0302328,16100280,16103482,16100280,2900,3
FBgn0036570,IntS9,Integrator 9,3L,16103432,16105627,FBtr0075495,FBtr0075495,16103432,16105627,16105627,2078,3
FBgn0036571,Strump,Strumpellin,3L,16122002,16126052,FBtr0301912,FBtr0301912,16122002,16126052,16122002,3814,9
FBgn0036574,elg1,enhanced level of genomic instability 1,3L,16132028,16136691,FBtr0307518,FBtr0307518,16132028,16136691,16132028,4104,9
FBgn0036575,CG5157,uncharacterized protein,3L,16136487,16137879,FBtr0075490,FBtr0075490,16136487,16137879,16137879,1393,3
FBgn0036576,CG5151,uncharacterized protein,3L,16137802,16164701,FBtr0307519,FBtr0307519,16139501,16143732,16143732,3973,12
FBgn0036577,CG13073,uncharacterized protein,3L,16213051,16217303,FBtr0075485,FBtr0075485,16213051,16217303,16217303,1500,3
FBgn0036579,CG5027,uncharacterized protein,3L,16229100,16231139,FBtr0075457,FBtr0075457,16229100,16231139,16229100,1862,3
FBgn0036580,PDCD-5,Programmed Cell Death 5,3L,16231081,16232038,FBtr0075483,FBtr0075483,16231081,16232038,16232038,650,3
FBgn0036581,MED10,Mediator complex subunit 10,3L,16232084,16232777,FBtr0301481,FBtr0301481,16232084,16232736,16232084,597,6
FBgn0036583,CG13055,uncharacterized protein,3L,16249560,16252355,FBtr0333564,FBtr0333564,16249560,16252355,16252355,2796,6
FBgn0036584,CG13054,uncharacterized protein,3L,16255852,16257191,FBtr0075481,FBtr0075481,16255852,16257191,16257191,1340,3
FBgn0036585,CG13071,uncharacterized protein,3L,16262740,16263247,FBtr0303379,FBtr0303379,16262740,16263247,16262740,434,3
FBgn0036586,CG13070,uncharacterized protein,3L,16263343,16264151,FBtr0303380,FBtr0303380,16263343,16264151,16263343,568,3
FBgn0036587,CG4950,uncharacterized protein,3L,16265797,16268156,FBtr0290260,FBtr0290260,16266361,16268156,16268156,1796,6
FBgn0036588,CG13068,uncharacterized protein,3L,16269392,16269911,FBtr0075464,FBtr0075464,16269392,16269911,16269392,450,3
FBgn0036589,CG13067,uncharacterized protein,3L,16271282,16271918,FBtr0075465,FBtr0075465,16271282,16271918,16271282,564,3
FBgn0036590,CG13065,uncharacterized protein,3L,16277435,16278180,FBtr0075468,FBtr0075468,16277435,16278180,16277435,677,3
FBgn0036591,CG13050,uncharacterized protein,3L,16278458,16279271,FBtr0075478,FBtr0075478,16278458,16279271,16279271,694,3
FBgn0036592,CG13049,uncharacterized protein,3L,16281132,16281930,FBtr0075477,FBtr0075477,16281132,16281930,16281930,736,3
FBgn0036593,CG13048,uncharacterized protein,3L,16282809,16283921,FBtr0075475,FBtr0075475,16282809,16283727,16283727,860,6
FBgn0036594,CG13047,uncharacterized protein,3L,16284680,16285396,FBtr0289964,FBtr0289964,16284680,16285396,16285396,639,3
FBgn0036595,CG13046,uncharacterized protein,3L,16287580,16288422,FBtr0289963,FBtr0289963,16287580,16288422,16288422,781,3
FBgn0036596,CG13045,uncharacterized protein,3L,16289712,16290950,FBtr0306796,FBtr0306796,16289712,16290950,16290950,1182,3
FBgn0036597,CG4962,uncharacterized protein,3L,16294711,16295547,FBtr0075471,FBtr0075471,16294711,16295547,16295547,774,3
FBgn0036598,CG4982,uncharacterized protein,3L,16301453,16302027,FBtr0075469,FBtr0075469,16301453,16302027,16301453,512,3
FBgn0036599,CG13044,uncharacterized protein,3L,16302490,16303178,FBtr0075470,FBtr0075470,16302490,16303178,16303178,624,3
FBgn0036600,CG13043,uncharacterized protein,3L,16305225,16305870,FBtr0075434,FBtr0075434,16305225,16305870,16305870,646,3
FBgn0036601,CG13063,uncharacterized protein,3L,16306600,16307205,FBtr0075366,FBtr0075366,16306600,16307205,16306600,544,3
FBgn0036602,CG13042,uncharacterized protein,3L,16307846,16308480,FBtr0075433,FBtr0075433,16307846,16308480,16308480,571,3
FBgn0036603,CG13062,uncharacterized protein,3L,16314285,16315149,FBtr0303000,FBtr0303000,16314285,16315149,16314285,801,3
FBgn0036605,CG13041,uncharacterized protein,3L,16318954,16319526,FBtr0075432,FBtr0075432,16318954,16319526,16319526,513,3
FBgn0036606,CG13060,uncharacterized protein,3L,16319856,16320454,FBtr0075370,FBtr0075370,16319856,16320454,16319856,539,3
FBgn0036607,CG13059,uncharacterized protein,3L,16323672,16324308,FBtr0075371,FBtr0075371,16323672,16324308,16323672,572,3
FBgn0036608,CG13040,uncharacterized protein,3L,16325083,16326757,FBtr0310461,FBtr0310461,16325083,16326757,16326757,1419,6
FBgn0036609,CG13039,uncharacterized protein,3L,16326057,16326762,FBtr0075430,FBtr0075430,16326057,16326762,16326762,706,3
FBgn0036610,CG13058,uncharacterized protein,3L,16328841,16329534,FBtr0075372,FBtr0075372,16328841,16329534,16328841,606,3
FBgn0036612,CG4998,uncharacterized protein,3L,16339003,16345241,FBtr0110866,FBtr0110866,16339003,16345241,16339003,4192,6
FBgn0036614,Golgin104,Golgin 104,3L,16348747,16351951,FBtr0075428,FBtr0075428,16348747,16351951,16351951,2559,3
FBgn0036617,Cpr72Ea,Cuticular protein 72Ea,3L,16362603,16363750,FBtr0075382,FBtr0075382,16362603,16363750,16362603,1148,3
FBgn0036618,Cpr72Eb,Cuticular protein 72Eb,3L,16364899,16365707,FBtr0075383,FBtr0075383,16364899,16365707,16364899,809,3
FBgn0036619,Cpr72Ec,Cuticular protein 72Ec,3L,16365894,16367340,FBtr0075424,FBtr0075424,16365894,16367340,16367340,1447,3
FBgn0036620,CG4842,uncharacterized protein,3L,16368389,16369518,FBtr0075384,FBtr0075384,16368389,16369518,16368389,934,3
FBgn0036621,roq,roquin,3L,16370938,16378566,FBtr0333265,FBtr0333265,16370938,16378566,16378566,6179,9
FBgn0036622,Agpat4,1-Acylglycerol-3-phosphate O-acyltransferase 4,3L,16378974,16381570,FBtr0331172,FBtr0331172,16378974,16381570,16381570,1575,9
FBgn0036623,Agpat3,1-Acylglycerol-3-phosphate O-acyltransferase 3,3L,16381772,16385957,FBtr0075417,FBtr0075417,16381772,16385957,16385957,1605,15
FBgn0036624,RAF2,RING-associated factor 2,3L,16386327,16390816,FBtr0333596,FBtr0333596,16386327,16390816,16386327,4076,9
FBgn0036627,Gagr,Gag-related,3L,16394586,16396880,FBtr0343534,FBtr0343534,16394586,16396880,16394586,2295,6
FBgn0036629,GluRS-m,"Glutamyl-tRNA synthetase, mitochondrial",3L,16415292,16417177,FBtr0075411,FBtr0075411,16415292,16417177,16417177,1700,3
FBgn0036638,CG13033,uncharacterized protein,3L,16544567,16545628,FBtr0075400,FBtr0075400,16544567,16545628,16545628,828,3
FBgn0036639,CG4229,uncharacterized protein,3L,16556823,16557958,FBtr0075392,FBtr0075392,16556823,16557958,16556823,949,3
FBgn0036640,nxf2,nuclear RNA export factor 2,3L,16576859,16580306,FBtr0331561,FBtr0331561,16576859,16579994,16579994,2723,9
FBgn0036641,Smn,survival motor neuron,3L,16580398,16581547,FBtr0075395,FBtr0075395,16580398,16581276,16581276,879,6
FBgn0036643,Syx8,Syntaxin 8,3L,16586108,16587057,FBtr0075365,FBtr0075365,16586108,16587057,16587057,897,3
FBgn0036646,CR18217,pseudo,3L,16600448,16602723,FBtr0301925,FBtr0301925,16600448,16602723,16602723,2100,3
FBgn0036648,CG4098,uncharacterized protein,3L,16608138,16609347,FBtr0075361,FBtr0075361,16608138,16609347,16609347,1154,3
FBgn0036652,CG13032,uncharacterized protein,3L,16673964,16676264,FBtr0075316,FBtr0075316,16673964,16676264,16673964,2187,3
FBgn0036654,CG9692,uncharacterized protein,3L,16704973,16706428,FBtr0075317,FBtr0075317,16704973,16706428,16704973,1393,6
FBgn0036655,CG13031,uncharacterized protein,3L,16724861,16725375,FBtr0075319,FBtr0075319,16724861,16725375,16724861,460,3
FBgn0036656,CG13026,uncharacterized protein,3L,16724678,16726169,FBtr0299542,FBtr0299542,16725510,16726169,16726169,599,6
FBgn0036659,CG9701,uncharacterized protein,3L,16733546,16739364,FBtr0075321,FBtr0075321,16733546,16739364,16733546,2005,3
FBgn0036660,CG13025,uncharacterized protein,3L,16776531,16779736,FBtr0075346,FBtr0075346,16776531,16779736,16779736,3145,6
FBgn0036661,CG9705,uncharacterized protein,3L,16780100,16782419,FBtr0333607,FBtr0333607,16780635,16782419,16780635,1035,9
FBgn0036662,CG9706,uncharacterized protein,3L,16783010,16785246,FBtr0075327,FBtr0075327,16783256,16785246,16783256,1826,9
FBgn0036663,CG9674,uncharacterized protein,3L,16787573,16807731,FBtr0333608,FBtr0333608,16787573,16800189,16800189,7436,21
FBgn0036665,CG13024,uncharacterized protein,3L,16809658,16829074,FBtr0273320,FBtr0273320,16809658,16812040,16812040,1409,6
FBgn0036666,TSG101,Tumor susceptibility gene 101,3L,16842294,16844585,FBtr0075329,FBtr0075329,16842294,16844585,16842294,1757,3
FBgn0036667,kud,kuduk,3L,16844568,16844991,FBtr0305272,FBtr0305272,16844568,16844991,16844991,345,6
FBgn0036668,Zcchc7,Zinc finger CCHC-type containing 7,3L,16845386,16852350,FBtr0075330,FBtr0075330,16845386,16852350,16845386,5454,3
FBgn0036670,CG13029,uncharacterized protein,3L,16860622,16861838,FBtr0332702,FBtr0332702,16861261,16861838,16861261,578,6
FBgn0036671,CG9951,uncharacterized protein,3L,16863164,16864989,FBtr0075337,FBtr0075337,16863164,16864989,16863164,1826,3
FBgn0036676,CG13028,uncharacterized protein,3L,16923252,16923994,FBtr0075261,FBtr0075261,16923252,16923994,16923252,743,3
FBgn0036677,CG13023,uncharacterized protein,3L,16923914,16927434,FBtr0075307,FBtr0075307,16924338,16927434,16927434,1792,6
FBgn0036678,CG11905,uncharacterized protein,3L,16928381,16935536,FBtr0113173,FBtr0113173,16929854,16935536,16935536,1480,30
FBgn0036679,CG13022,uncharacterized protein,3L,16938330,16938952,FBtr0273313,FBtr0273313,16938330,16938952,16938952,623,3
FBgn0036680,Cpr73D,Cuticular protein 73D,3L,16939100,16957689,FBtr0347065,FBtr0347065,16939100,16957689,16957689,2676,6
FBgn0036681,Obp73a,Odorant-binding protein 73a,3L,16944361,16954942,FBtr0113177,FBtr0113177,16944361,16945878,16944361,842,6
FBgn0036684,CG3764,uncharacterized protein,3L,16994717,17012565,FBtr0332122,FBtr0332122,16994717,17002360,17002360,5092,9
FBgn0036685,CG6664,uncharacterized protein,3L,17012886,17016180,FBtr0075294,FBtr0075294,17012886,17016180,17016180,2603,9
FBgn0036686,CG7728,uncharacterized protein,3L,17016536,17020270,FBtr0075274,FBtr0075274,17016536,17020270,17016536,3675,3
FBgn0036687,CG6652,uncharacterized protein,3L,17020348,17022856,FBtr0075291,FBtr0075291,17020348,17022856,17022856,2244,3
FBgn0036688,Fit2,Fermitin 2,3L,17024328,17027117,FBtr0075275,FBtr0075275,17024328,17027117,17024328,2790,3
FBgn0036689,CG7730,uncharacterized protein,3L,17027515,17029814,FBtr0089584,FBtr0089584,17027515,17029814,17027515,2123,3
FBgn0036690,Ilp8,Insulin-like peptide 8,3L,17029812,17032080,FBtr0290221,FBtr0290221,17029812,17032080,17032080,867,3
FBgn0036691,beg,bad egg,3L,17035668,17036865,FBtr0075278,FBtr0075278,17035668,17036865,17035668,1198,3
FBgn0036695,Papst2,PAPS transporter 2,3L,17042797,17044465,FBtr0075279,FBtr0075279,17042797,17044465,17042797,1551,3
FBgn0036696,Pop5,POP5 ribonuclease P/MRP subunit,3L,17044401,17045038,FBtr0300718,FBtr0300718,17044401,17044974,17044974,521,6
FBgn0036697,rogdi,rogdi,3L,17049512,17055454,FBtr0075282,FBtr0075282,17049512,17055454,17049512,2335,6
FBgn0036698,CG7724,uncharacterized protein,3L,17055613,17058533,FBtr0075284,FBtr0075284,17055613,17058533,17055613,1418,3
FBgn0036702,CG6512,uncharacterized protein,3L,17238613,17242128,FBtr0075252,FBtr0075252,17238613,17242128,17242128,2816,6
FBgn0036703,CG7707,uncharacterized protein,3L,17243436,17244746,FBtr0075212,FBtr0075212,17243436,17244746,17243436,1138,3
